,tweet,text_cleaned,text_normal,text_tokenize,text_stemming,text_filtering
149,“kita jangan melihat pada sisi kekhawatiran terjadi suatu kriminalisasi tapi kita lihat pada perspektif semangat pe… https://t.co/f0dAVCaANx,kita jangan melihat pada sisi kekhawatiran terjadi suatu kriminalisasi tapi kita lihat pada perspektif semangat pe cowok fdavcaanx,kita jangan melihat pada sisi kekhawatiran terjadi suatu kriminalisasi tapi kita lihat pada perspektif semangat pe cowok fdavcaanx,"['kita', 'jangan', 'melihat', 'pada', 'sisi', 'kekhawatiran', 'terjadi', 'suatu', 'kriminalisasi', 'tapi', 'kita', 'lihat', 'pada', 'perspektif', 'semangat', 'pe', 'cowok', 'fdavcaanx']","['kita', 'jangan', 'lihat', 'pada', 'sisi', 'khawatir', 'jadi', 'suatu', 'kriminalisasi', 'tapi', 'kita', 'lihat', 'pada', 'perspektif', 'semangat', 'pe', 'cowok', 'fdavcaanx']","['lihat', 'sisi', 'khawatir', 'kriminalisasi', 'lihat', 'perspektif', 'semangat', 'pe', 'cowok', 'fdavcaanx']"
150,"KSP sebut pengesahan RKUHP sempurnakan tata regulasi hukum
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/3MCBD4YJQw",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok mcbdyjqw,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok mcbdyjqw,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'mcbdyjqw']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'mcbdyjqw']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'mcbdyjqw']"
151,"ALASAN HARUS TAHU SUBSTANSI KUHP BARU

Tak hanya mahasiswa hukum, akademisi, maupun profesional hukum, seluruh masy… https://t.co/HeHseVHTqI",alasan harus tahu substansi kuhp baru tidak hanya mahasiswa hukum akademisi maupun profesional hukum seluruh masyarakat cowok hehsevhtqi,alasan harus tahu substansi kuhp baru tidak hanya mahasiswa hukum akademisi maupun profesional hukum seluruh masyarakat cowok hehsevhtqi,"['alasan', 'harus', 'tahu', 'substansi', 'kuhp', 'baru', 'tidak', 'hanya', 'mahasiswa', 'hukum', 'akademisi', 'maupun', 'profesional', 'hukum', 'seluruh', 'masyarakat', 'cowok', 'hehsevhtqi']","['alas', 'harus', 'tahu', 'substansi', 'kuhp', 'baru', 'tidak', 'hanya', 'mahasiswa', 'hukum', 'akademisi', 'maupun', 'profesional', 'hukum', 'seluruh', 'masyarakat', 'cowok', 'hehsevhtqi']","['alas', 'substansi', 'kuhp', 'mahasiswa', 'hukum', 'akademisi', 'profesional', 'hukum', 'masyarakat', 'cowok', 'hehsevhtqi']"
152,“Maka Jika kita memperhatikan aspek hak asasi manusia serta budaya-budaya Indonesia maka kalau kita menggunakan sud… https://t.co/XFSsXkqTif,maka jika kita memperhatikan aspek hak asasi manusia serta budaya budaya indonesia maka kalau kita menggunakan sudah cowok xfssxkqtif,maka jika kita memperhatikan aspek hak asasi manusia serta budaya budaya indonesia maka kalau kita menggunakan sudah cowok xfssxkqtif,"['maka', 'jika', 'kita', 'memperhatikan', 'aspek', 'hak', 'asasi', 'manusia', 'serta', 'budaya', 'budaya', 'indonesia', 'maka', 'kalau', 'kita', 'menggunakan', 'sudah', 'cowok', 'xfssxkqtif']","['maka', 'jika', 'kita', 'perhati', 'aspek', 'hak', 'asasi', 'manusia', 'serta', 'budaya', 'budaya', 'indonesia', 'maka', 'kalau', 'kita', 'guna', 'sudah', 'cowok', 'xfssxkqtif']","['perhati', 'aspek', 'hak', 'asasi', 'manusia', 'budaya', 'budaya', 'indonesia', 'cowok', 'xfssxkqtif']"
153,"Oleh karena itu, kata Suparji jika melihat dari pertimbangan dan aspek yang sudah disebutkan maka KUHP telah mengak… https://t.co/LjADF5wOFU",oleh karena itu kata suparji jika melihat dari pertimbangan dan aspek yang sudah disebutkan maka kuhp telah mengak cowok ljadfwofu,oleh karena itu kata suparji jika melihat dari pertimbangan dan aspek yang sudah disebutkan maka kuhp telah mengak cowok ljadfwofu,"['oleh', 'karena', 'itu', 'kata', 'suparji', 'jika', 'melihat', 'dari', 'pertimbangan', 'dan', 'aspek', 'yang', 'sudah', 'disebutkan', 'maka', 'kuhp', 'telah', 'mengak', 'cowok', 'ljadfwofu']","['oleh', 'karena', 'itu', 'kata', 'suparji', 'jika', 'lihat', 'dari', 'timbang', 'dan', 'aspek', 'yang', 'sudah', 'sebut', 'maka', 'kuhp', 'telah', 'kak', 'cowok', 'ljadfwofu']","['suparji', 'lihat', 'timbang', 'aspek', 'kuhp', 'kak', 'cowok', 'ljadfwofu']"
154,Pengesahan RKUHP oleh DPR RI pekan lalu jadi sorotan dunia internasional. Salah satunya pasal perzinaan dalam KUHP… https://t.co/pvxzUThmam,pengesahan rkuhp oleh dpr ri pekan lalu jadi sorotan dunia internasional salah satunya pasal perzinaan dalam kuhp cowok pvxzuthmam,pengesahan rkuhp oleh dpr ri pekan lalu jadi sorotan dunia internasional salah satunya pasal perzinaan dalam kuhp cowok pvxzuthmam,"['pengesahan', 'rkuhp', 'oleh', 'dpr', 'ri', 'pekan', 'lalu', 'jadi', 'sorotan', 'dunia', 'internasional', 'salah', 'satunya', 'pasal', 'perzinaan', 'dalam', 'kuhp', 'cowok', 'pvxzuthmam']","['kesah', 'rkuhp', 'oleh', 'dpr', 'ri', 'pekan', 'lalu', 'jadi', 'sorot', 'dunia', 'internasional', 'salah', 'satu', 'pasal', 'zina', 'dalam', 'kuhp', 'cowok', 'pvxzuthmam']","['kesah', 'rkuhp', 'dpr', 'ri', 'pekan', 'sorot', 'dunia', 'internasional', 'salah', 'pasal', 'zina', 'kuhp', 'cowok', 'pvxzuthmam']"
155,“Soal perbedaan pandangan terhadap materi-materi dalam RKUHP tadi dilihat secara proporsional dikembalikan pada bat… https://t.co/ZR3zTS69k6,soal perbedaan pandangan terhadap materi materi dalam rkuhp tadi dilihat secara proporsional dikembalikan pada banget cowok zrztsk,soal perbedaan pandangan terhadap materi materi dalam rkuhp tadi dilihat secara proporsional dikembalikan pada banget cowok zrztsk,"['soal', 'perbedaan', 'pandangan', 'terhadap', 'materi', 'materi', 'dalam', 'rkuhp', 'tadi', 'dilihat', 'secara', 'proporsional', 'dikembalikan', 'pada', 'banget', 'cowok', 'zrztsk']","['soal', 'beda', 'pandang', 'hadap', 'materi', 'materi', 'dalam', 'rkuhp', 'tadi', 'lihat', 'cara', 'proporsional', 'kembali', 'pada', 'banget', 'cowok', 'zrztsk']","['beda', 'pandang', 'hadap', 'materi', 'materi', 'rkuhp', 'lihat', 'proporsional', 'banget', 'cowok', 'zrztsk']"
156,"RT @damarwuIan: LaNyalla Minta RKHUP Tak Bungkam Kritik Publik

SURABAYA - Ketua DPD RI, AA LaNyalla Mahmud Mattalitti meminta agar Rancang…",rt damarwuian lanyalla meminta rkhup tidak bungkam kritik publik surabaya ketua dpd ri aa lanyalla mahmud mattalitti meminta agar rancang,rt damarwuian lanyalla meminta rkhup tidak bungkam kritik publik surabaya ketua dpd ri aa lanyalla mahmud mattalitti meminta agar rancang,"['rt', 'damarwuian', 'lanyalla', 'meminta', 'rkhup', 'tidak', 'bungkam', 'kritik', 'publik', 'surabaya', 'ketua', 'dpd', 'ri', 'aa', 'lanyalla', 'mahmud', 'mattalitti', 'meminta', 'agar', 'rancang']","['rt', 'damarwuian', 'lanyalla', 'minta', 'rkhup', 'tidak', 'bungkam', 'kritik', 'publik', 'surabaya', 'ketua', 'dpd', 'ri', 'aa', 'lanyalla', 'mahmud', 'mattalitti', 'minta', 'agar', 'rancang']","['rt', 'damarwuian', 'lanyalla', 'rkhup', 'bungkam', 'kritik', 'publik', 'surabaya', 'ketua', 'dpd', 'ri', 'aa', 'lanyalla', 'mahmud', 'mattalitti', 'rancang']"
157,"Ia menjelaskan KUHP yang telah disetujui itu berpijak kepada Ideologi Pancasila dan UUD 1945. #StopPolemikKUHP

https://t.co/an4w36nXAO",ia menjelaskan kuhp yang telah disetujui itu berpijak kepada ideologi pancasila dan uud stoppolemikkuhp cowok anwnxao,ia menjelaskan kuhp yang telah disetujui itu berpijak kepada ideologi pancasila dan uud stoppolemikkuhp cowok anwnxao,"['ia', 'menjelaskan', 'kuhp', 'yang', 'telah', 'disetujui', 'itu', 'berpijak', 'kepada', 'ideologi', 'pancasila', 'dan', 'uud', 'stoppolemikkuhp', 'cowok', 'anwnxao']","['ia', 'jelas', 'kuhp', 'yang', 'telah', 'tuju', 'itu', 'pijak', 'kepada', 'ideologi', 'pancasila', 'dan', 'uud', 'stoppolemikkuhp', 'cowok', 'anwnxao']","['kuhp', 'tuju', 'pijak', 'ideologi', 'pancasila', 'uud', 'stoppolemikkuhp', 'cowok', 'anwnxao']"
158,"Suparji membeberkan bahwa pembahasan RKUHP sudah terbuka dilakukan, melewati banyak uji publik, sehingga ia menilai… https://t.co/tfW6yW6FuS",suparji membeberkan bahwa pembahasan rkuhp sudah terbuka dilakukan melewati banyak uji publik sehingga ia menilai cowok tfwywfus,suparji membeberkan bahwa pembahasan rkuhp sudah terbuka dilakukan melewati banyak uji publik sehingga ia menilai cowok tfwywfus,"['suparji', 'membeberkan', 'bahwa', 'pembahasan', 'rkuhp', 'sudah', 'terbuka', 'dilakukan', 'melewati', 'banyak', 'uji', 'publik', 'sehingga', 'ia', 'menilai', 'cowok', 'tfwywfus']","['suparji', 'beber', 'bahwa', 'bahas', 'rkuhp', 'sudah', 'buka', 'laku', 'lewat', 'banyak', 'uji', 'publik', 'sehingga', 'ia', 'nilai', 'cowok', 'tfwywfus']","['suparji', 'beber', 'bahas', 'rkuhp', 'buka', 'laku', 'uji', 'publik', 'nilai', 'cowok', 'tfwywfus']"
159,"Menurutnya, polemik atau pro kontra pengesahan RKUHP semestinya tidak perlu terjadi sebab telah melalui prosedur se… https://t.co/gOOFmaV0Zd",menurutnya polemik atau profesional kontra pengesahan rkuhp semestinya tidak perlu terjadi sebab telah melalui prosedur se cowok goofmavzd,menurutnya polemik atau profesional kontra pengesahan rkuhp semestinya tidak perlu terjadi sebab telah melalui prosedur se cowok goofmavzd,"['menurutnya', 'polemik', 'atau', 'profesional', 'kontra', 'pengesahan', 'rkuhp', 'semestinya', 'tidak', 'perlu', 'terjadi', 'sebab', 'telah', 'melalui', 'prosedur', 'se', 'cowok', 'goofmavzd']","['turut', 'polemik', 'atau', 'profesional', 'kontra', 'kesah', 'rkuhp', 'mesti', 'tidak', 'perlu', 'jadi', 'sebab', 'telah', 'lalu', 'prosedur', 'se', 'cowok', 'goofmavzd']","['polemik', 'profesional', 'kontra', 'kesah', 'rkuhp', 'mesti', 'prosedur', 'cowok', 'goofmavzd']"
160,"Ia mengapresiasi keberhasilan pemerintah dalam menciptakan produk asli bangsa Indonesia. #StopPolemikKUHP

https://t.co/an4w36nXAO",ia mengapresiasi keberhasilan pemerintah dalam menciptakan produk asli bangsa indonesia stoppolemikkuhp cowok anwnxao,ia mengapresiasi keberhasilan pemerintah dalam menciptakan produk asli bangsa indonesia stoppolemikkuhp cowok anwnxao,"['ia', 'mengapresiasi', 'keberhasilan', 'pemerintah', 'dalam', 'menciptakan', 'produk', 'asli', 'bangsa', 'indonesia', 'stoppolemikkuhp', 'cowok', 'anwnxao']","['ia', 'apresiasi', 'hasil', 'perintah', 'dalam', 'cipta', 'produk', 'asli', 'bangsa', 'indonesia', 'stoppolemikkuhp', 'cowok', 'anwnxao']","['apresiasi', 'hasil', 'perintah', 'cipta', 'produk', 'asli', 'bangsa', 'indonesia', 'stoppolemikkuhp', 'cowok', 'anwnxao']"
161,"NGERI Pasal Makar di RKUHP Terbaru, Melawan Pemerintah Ancaman Pidana 12 Tahun Penjara

Erina Nahyan Naughty Wangi… https://t.co/ZYqzvNTDb8",seram pasal makar di rkuhp terbaru melawan pemerintah ancaman pidana tahun penjara erina nahyan naughty wangi cowok zyqzvntdb,seram pasal makar di rkuhp terbaru melawan pemerintah ancaman pidana tahun penjara erina nahyan naughty wangi cowok zyqzvntdb,"['seram', 'pasal', 'makar', 'di', 'rkuhp', 'terbaru', 'melawan', 'pemerintah', 'ancaman', 'pidana', 'tahun', 'penjara', 'erina', 'nahyan', 'naughty', 'wangi', 'cowok', 'zyqzvntdb']","['seram', 'pasal', 'makar', 'di', 'rkuhp', 'baru', 'lawan', 'perintah', 'ancam', 'pidana', 'tahun', 'penjara', 'erina', 'nahyan', 'naughty', 'wangi', 'cowok', 'zyqzvntdb']","['seram', 'pasal', 'makar', 'rkuhp', 'lawan', 'perintah', 'ancam', 'pidana', 'penjara', 'erina', 'nahyan', 'naughty', 'wangi', 'cowok', 'zyqzvntdb']"
162,Pakar Hukum Pidana Universitas Al Azhar Indonesia Prof. Suparji Ahmad mendukung pengesahan Rancangan Kitab Undang-U… https://t.co/uppLcemQCD,pakar hukum pidana universitas al azhar indonesia prof suparji ahmad mendukung pengesahan rancangan kitab undang cowok upplcemqcd,pakar hukum pidana universitas al azhar indonesia prof suparji ahmad mendukung pengesahan rancangan kitab undang cowok upplcemqcd,"['pakar', 'hukum', 'pidana', 'universitas', 'al', 'azhar', 'indonesia', 'prof', 'suparji', 'ahmad', 'mendukung', 'pengesahan', 'rancangan', 'kitab', 'undang', 'cowok', 'upplcemqcd']","['pakar', 'hukum', 'pidana', 'universitas', 'al', 'azhar', 'indonesia', 'prof', 'suparji', 'ahmad', 'dukung', 'kesah', 'rancang', 'kitab', 'undang', 'cowok', 'upplcemqcd']","['pakar', 'hukum', 'pidana', 'universitas', 'al', 'azhar', 'indonesia', 'prof', 'suparji', 'ahmad', 'dukung', 'kesah', 'rancang', 'kitab', 'undang', 'cowok', 'upplcemqcd']"
163,"“ sebagai negara hukum kita cukup menghargai karya bangsa Indonesia KUHP sudah disahkan. #StopPolemikKUHP
https://t.co/X9vEpt82PV",sebagai negara hukum kita cukup menghargai karya bangsa indonesia kuhp sudah disahkan stoppolemikkuhp cowok xveptpv,sebagai negara hukum kita cukup menghargai karya bangsa indonesia kuhp sudah disahkan stoppolemikkuhp cowok xveptpv,"['sebagai', 'negara', 'hukum', 'kita', 'cukup', 'menghargai', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sudah', 'disahkan', 'stoppolemikkuhp', 'cowok', 'xveptpv']","['bagai', 'negara', 'hukum', 'kita', 'cukup', 'harga', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sudah', 'sah', 'stoppolemikkuhp', 'cowok', 'xveptpv']","['negara', 'hukum', 'harga', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sah', 'stoppolemikkuhp', 'cowok', 'xveptpv']"
164,Berharap MK sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang pro kontra dalam keberlanjut… https://t.co/UDLk63I4oT,berharap maka sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang profesional kontra dalam keberlanjut cowok udlkiot,berharap maka sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang profesional kontra dalam keberlanjut cowok udlkiot,"['berharap', 'maka', 'sebagai', 'lembaga', 'tinggi', 'harus', 'objektif', 'untuk', 'memberi', 'jalan', 'tengah', 'bagi', 'yang', 'profesional', 'kontra', 'dalam', 'keberlanjut', 'cowok', 'udlkiot']","['harap', 'maka', 'bagai', 'lembaga', 'tinggi', 'harus', 'objektif', 'untuk', 'beri', 'jalan', 'tengah', 'bagi', 'yang', 'profesional', 'kontra', 'dalam', 'lanjut', 'cowok', 'udlkiot']","['harap', 'lembaga', 'objektif', 'jalan', 'profesional', 'kontra', 'cowok', 'udlkiot']"
165,"pasal penghinaan terhadap lembaga negara, pidana demonstrasi tanpa pemberitahuan, pasal tentang berita bohong, huku… https://t.co/QOQwKMdwov",pasal penghinaan terhadap lembaga negara pidana demonstrasi tanpa pemberitahuan pasal tentang berita bohong huku cowok qoqwkmdwov,pasal penghinaan terhadap lembaga negara pidana demonstrasi tanpa pemberitahuan pasal tentang berita bohong huku cowok qoqwkmdwov,"['pasal', 'penghinaan', 'terhadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'tanpa', 'pemberitahuan', 'pasal', 'tentang', 'berita', 'bohong', 'huku', 'cowok', 'qoqwkmdwov']","['pasal', 'hina', 'hadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'tanpa', 'pemberitahuan', 'pasal', 'tentang', 'berita', 'bohong', 'huku', 'cowok', 'qoqwkmdwov']","['pasal', 'hina', 'hadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'pemberitahuan', 'pasal', 'berita', 'bohong', 'huku', 'cowok', 'qoqwkmdwov']"
166,“ KUHP ini rancangan karya bangsa Indonesia dengan konteks hukum nasional kita. Ini sudah disahkan dalam tiga tahun… https://t.co/Sh1ujziGfb,kuhp ini rancangan karya bangsa indonesia dengan konteks hukum nasional kita ini sudah disahkan dalam tiga tahun cowok shujzigfb,kuhp ini rancangan karya bangsa indonesia dengan konteks hukum nasional kita ini sudah disahkan dalam tiga tahun cowok shujzigfb,"['kuhp', 'ini', 'rancangan', 'karya', 'bangsa', 'indonesia', 'dengan', 'konteks', 'hukum', 'nasional', 'kita', 'ini', 'sudah', 'disahkan', 'dalam', 'tiga', 'tahun', 'cowok', 'shujzigfb']","['kuhp', 'ini', 'rancang', 'karya', 'bangsa', 'indonesia', 'dengan', 'konteks', 'hukum', 'nasional', 'kita', 'ini', 'sudah', 'sah', 'dalam', 'tiga', 'tahun', 'cowok', 'shujzigfb']","['kuhp', 'rancang', 'karya', 'bangsa', 'indonesia', 'konteks', 'hukum', 'nasional', 'sah', 'cowok', 'shujzigfb']"
167,Tanggal 6 Desember 2022 DPR RI mengesahkan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi undang-undang… https://t.co/Crraja9Nsk,tanggal desember dpr ri mengesahkan rancangan kitab undang undang hukum pidana rkuhp menjadi undang undang cowok crrajansk,tanggal desember dpr ri mengesahkan rancangan kitab undang undang hukum pidana rkuhp menjadi undang undang cowok crrajansk,"['tanggal', 'desember', 'dpr', 'ri', 'mengesahkan', 'rancangan', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'menjadi', 'undang', 'undang', 'cowok', 'crrajansk']","['tanggal', 'desember', 'dpr', 'ri', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'jadi', 'undang', 'undang', 'cowok', 'crrajansk']","['tanggal', 'desember', 'dpr', 'ri', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'undang', 'undang', 'cowok', 'crrajansk']"
168,"pembahasan RKUHP sudah terbuka dilakukan, melewati banyak uji publik, sehingga cukup responsif menyerap berbagai as… https://t.co/ANyuMK1CyW",pembahasan rkuhp sudah terbuka dilakukan melewati banyak uji publik sehingga cukup responsif menyerap berbagai as cowok anyumkcyw,pembahasan rkuhp sudah terbuka dilakukan melewati banyak uji publik sehingga cukup responsif menyerap berbagai as cowok anyumkcyw,"['pembahasan', 'rkuhp', 'sudah', 'terbuka', 'dilakukan', 'melewati', 'banyak', 'uji', 'publik', 'sehingga', 'cukup', 'responsif', 'menyerap', 'berbagai', 'as', 'cowok', 'anyumkcyw']","['bahas', 'rkuhp', 'sudah', 'buka', 'laku', 'lewat', 'banyak', 'uji', 'publik', 'sehingga', 'cukup', 'responsif', 'serap', 'bagai', 'as', 'cowok', 'anyumkcyw']","['bahas', 'rkuhp', 'buka', 'laku', 'uji', 'publik', 'responsif', 'serap', 'as', 'cowok', 'anyumkcyw']"
169,KUHP sebagai produk anak bangsa. Menurut saya polemik itu tidak perlu terjadi lagi karena itu sudah dibahas lama.… https://t.co/oi1H6AogXs,kuhp sebagai produk anak bangsa menurut saya polemik itu tidak perlu terjadi lagi karena itu sudah dibahas lama cowok oihaogxs,kuhp sebagai produk anak bangsa menurut saya polemik itu tidak perlu terjadi lagi karena itu sudah dibahas lama cowok oihaogxs,"['kuhp', 'sebagai', 'produk', 'anak', 'bangsa', 'menurut', 'saya', 'polemik', 'itu', 'tidak', 'perlu', 'terjadi', 'lagi', 'karena', 'itu', 'sudah', 'dibahas', 'lama', 'cowok', 'oihaogxs']","['kuhp', 'bagai', 'produk', 'anak', 'bangsa', 'turut', 'saya', 'polemik', 'itu', 'tidak', 'perlu', 'jadi', 'lagi', 'karena', 'itu', 'sudah', 'bahas', 'lama', 'cowok', 'oihaogxs']","['kuhp', 'produk', 'anak', 'bangsa', 'polemik', 'bahas', 'cowok', 'oihaogxs']"
170,"“ sebagai negara hukum kita cukup menghargai karya bangsa Indonesia KUHP sudah disahkan. #StopPolemikKUHP
https://t.co/05GfZloOLs",sebagai negara hukum kita cukup menghargai karya bangsa indonesia kuhp sudah disahkan stoppolemikkuhp cowok gfzlools,sebagai negara hukum kita cukup menghargai karya bangsa indonesia kuhp sudah disahkan stoppolemikkuhp cowok gfzlools,"['sebagai', 'negara', 'hukum', 'kita', 'cukup', 'menghargai', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sudah', 'disahkan', 'stoppolemikkuhp', 'cowok', 'gfzlools']","['bagai', 'negara', 'hukum', 'kita', 'cukup', 'harga', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sudah', 'sah', 'stoppolemikkuhp', 'cowok', 'gfzlools']","['negara', 'hukum', 'harga', 'karya', 'bangsa', 'indonesia', 'kuhp', 'sah', 'stoppolemikkuhp', 'cowok', 'gfzlools']"
171,Berharap MK sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang pro kontra dalam keberlanjut… https://t.co/NyKLm7sc1n,berharap maka sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang profesional kontra dalam keberlanjut cowok nyklmscn,berharap maka sebagai lembaga tinggi harus objektif untuk memberi jalan tengah bagi yang profesional kontra dalam keberlanjut cowok nyklmscn,"['berharap', 'maka', 'sebagai', 'lembaga', 'tinggi', 'harus', 'objektif', 'untuk', 'memberi', 'jalan', 'tengah', 'bagi', 'yang', 'profesional', 'kontra', 'dalam', 'keberlanjut', 'cowok', 'nyklmscn']","['harap', 'maka', 'bagai', 'lembaga', 'tinggi', 'harus', 'objektif', 'untuk', 'beri', 'jalan', 'tengah', 'bagi', 'yang', 'profesional', 'kontra', 'dalam', 'lanjut', 'cowok', 'nyklmscn']","['harap', 'lembaga', 'objektif', 'jalan', 'profesional', 'kontra', 'cowok', 'nyklmscn']"
172,"pasal penghinaan terhadap lembaga negara, pidana demonstrasi tanpa pemberitahuan, pasal tentang berita bohong, huku… https://t.co/w3YfR5PTyz",pasal penghinaan terhadap lembaga negara pidana demonstrasi tanpa pemberitahuan pasal tentang berita bohong huku cowok wyfrptyz,pasal penghinaan terhadap lembaga negara pidana demonstrasi tanpa pemberitahuan pasal tentang berita bohong huku cowok wyfrptyz,"['pasal', 'penghinaan', 'terhadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'tanpa', 'pemberitahuan', 'pasal', 'tentang', 'berita', 'bohong', 'huku', 'cowok', 'wyfrptyz']","['pasal', 'hina', 'hadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'tanpa', 'pemberitahuan', 'pasal', 'tentang', 'berita', 'bohong', 'huku', 'cowok', 'wyfrptyz']","['pasal', 'hina', 'hadap', 'lembaga', 'negara', 'pidana', 'demonstrasi', 'pemberitahuan', 'pasal', 'berita', 'bohong', 'huku', 'cowok', 'wyfrptyz']"
173,polemik atau pro kontra pengesahan RKUHP semestinya tidak perlu terjadi sebab telah melalui prosedur sebagaimana me… https://t.co/XHy7ik8B2b,polemik atau profesional kontra pengesahan rkuhp semestinya tidak perlu terjadi sebab telah melalui prosedur sebagaimana me cowok xhyikbb,polemik atau profesional kontra pengesahan rkuhp semestinya tidak perlu terjadi sebab telah melalui prosedur sebagaimana me cowok xhyikbb,"['polemik', 'atau', 'profesional', 'kontra', 'pengesahan', 'rkuhp', 'semestinya', 'tidak', 'perlu', 'terjadi', 'sebab', 'telah', 'melalui', 'prosedur', 'sebagaimana', 'me', 'cowok', 'xhyikbb']","['polemik', 'atau', 'profesional', 'kontra', 'kesah', 'rkuhp', 'mesti', 'tidak', 'perlu', 'jadi', 'sebab', 'telah', 'lalu', 'prosedur', 'bagaimana', 'me', 'cowok', 'xhyikbb']","['polemik', 'profesional', 'kontra', 'kesah', 'rkuhp', 'mesti', 'prosedur', 'me', 'cowok', 'xhyikbb']"
174,“ KUHP ini rancangan karya bangsa Indonesia dengan konteks hukum nasional kita. Ini sudah disahkan dalam tiga tahun… https://t.co/0Sj5Hz0D4m,kuhp ini rancangan karya bangsa indonesia dengan konteks hukum nasional kita ini sudah disahkan dalam tiga tahun cowok sjhzdm,kuhp ini rancangan karya bangsa indonesia dengan konteks hukum nasional kita ini sudah disahkan dalam tiga tahun cowok sjhzdm,"['kuhp', 'ini', 'rancangan', 'karya', 'bangsa', 'indonesia', 'dengan', 'konteks', 'hukum', 'nasional', 'kita', 'ini', 'sudah', 'disahkan', 'dalam', 'tiga', 'tahun', 'cowok', 'sjhzdm']","['kuhp', 'ini', 'rancang', 'karya', 'bangsa', 'indonesia', 'dengan', 'konteks', 'hukum', 'nasional', 'kita', 'ini', 'sudah', 'sah', 'dalam', 'tiga', 'tahun', 'cowok', 'sjhzdm']","['kuhp', 'rancang', 'karya', 'bangsa', 'indonesia', 'konteks', 'hukum', 'nasional', 'sah', 'cowok', 'sjhzdm']"
175,Tanggal 6 Desember 2022 DPR RI mengesahkan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) menjadi undang-undang… https://t.co/j4ui5BrE7Y,tanggal desember dpr ri mengesahkan rancangan kitab undang undang hukum pidana rkuhp menjadi undang undang cowok juibrey,tanggal desember dpr ri mengesahkan rancangan kitab undang undang hukum pidana rkuhp menjadi undang undang cowok juibrey,"['tanggal', 'desember', 'dpr', 'ri', 'mengesahkan', 'rancangan', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'menjadi', 'undang', 'undang', 'cowok', 'juibrey']","['tanggal', 'desember', 'dpr', 'ri', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'jadi', 'undang', 'undang', 'cowok', 'juibrey']","['tanggal', 'desember', 'dpr', 'ri', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'undang', 'undang', 'cowok', 'juibrey']"
176,Selama proses pengesahan RKUHP mengalami perjuangan panjang dan perdebatan terkait kondisi dan aspek hukum di Indon… https://t.co/VNU1SqJ3ya,selama proses pengesahan rkuhp mengalami perjuangan panjang dan perdebatan terkait kondisi dan aspek hukum di indon cowok vnusqjya,selama proses pengesahan rkuhp mengalami perjuangan panjang dan perdebatan terkait kondisi dan aspek hukum di indon cowok vnusqjya,"['selama', 'proses', 'pengesahan', 'rkuhp', 'mengalami', 'perjuangan', 'panjang', 'dan', 'perdebatan', 'terkait', 'kondisi', 'dan', 'aspek', 'hukum', 'di', 'indon', 'cowok', 'vnusqjya']","['lama', 'proses', 'kesah', 'rkuhp', 'alami', 'juang', 'panjang', 'dan', 'debat', 'kait', 'kondisi', 'dan', 'aspek', 'hukum', 'di', 'indon', 'cowok', 'vnusqjya']","['proses', 'kesah', 'rkuhp', 'alami', 'juang', 'debat', 'kait', 'kondisi', 'aspek', 'hukum', 'indon', 'cowok', 'vnusqjya']"
